Hashtags,Fecha,Texto,Usuario,Followers,Respuestas,Retweets,Likes,Citados,Vistas,Idioma,Rango Retweets,Rango Likes,Rango Respuestas,Rango Citados,Rango Vistas,Rango Total
['8M2023'],2023-03-07 23:30:00+00:00,"#8M2023

🎬 La TV Pública presenta grilla especial por el Día Internacional de la Mujer 

https://t.co/WETpwcdMDo",AgenciaTelam,709898,0,3,6,0,2005.0,es,249.0,624.0,76.0,19.0,8890.0,9858.0
['8M2023'],2023-03-07 23:10:00+00:00,"#8M2023

Cinco canciones para conmemorar la lucha de las mujeres trabajadoras 

✍️ Carolina Santos y Silvia Arcidiacono

https://t.co/EVGyjFZche",AgenciaTelam,709898,0,2,2,0,1914.0,es,249.0,624.0,76.0,19.0,8890.0,9858.0
['8M2023'],2023-03-07 22:35:00+00:00,"#8M2023

Presentaron una guía sobre violencia de género digital y el rol de los medios de comunicación

📌 La iniciativa se presentó el fin de semana en el ciclo Nosotras Movemos el Mundo organizado por el Ministerio de las Mujeres, Géneros y Diversidad

https://t.co/cwwcol96ZF",AgenciaTelam,709898,0,1,4,0,1866.0,es,249.0,624.0,76.0,19.0,8890.0,9858.0
['8M2023'],2023-03-07 21:40:00+00:00,"#8M2023

Opinión | La razón feminista 

✍️ Estela Díaz, ministra de Mujeres, Políticas de Género y Diversidad Sexual de la Provincia de Buenos Aires 

https://t.co/G7ayAEbnee",AgenciaTelam,709898,1,1,1,1,1903.0,es,249.0,624.0,76.0,19.0,8890.0,9858.0
['8M2023'],2023-03-07 21:00:01+00:00,"#8M2023

Opinión | Una democracia feminista: sin violencias y sin desigualdades 

✍️Cristina Álvarez Rodríguez

https://t.co/c5KGgdWcOW",AgenciaTelam,709896,0,1,5,0,1676.0,es,249.0,624.0,76.0,19.0,8890.0,9858.0
['8M2023'],2023-03-07 16:40:00+00:00,"#8M2023 | Télam Radio ▶️ La secretaria de Promoción Turística de la Nación, Yanina Martínez, sostuvo que “las mujeres tienen que liderar”  

https://t.co/JygNUkjAMt",AgenciaTelam,709896,0,0,1,0,2081.0,es,249.0,624.0,76.0,19.0,8890.0,9858.0
"['8M', 'DíaInternacionaldelaMujer']",2023-03-08 09:23:57+00:00,"¡Feliz Día de la Mujer!💜

 ¿Estás buscando ideas para tu pancarta? 110 frases feministas y lemas originales para el #8M, #DíaInternacionaldelaMujer https://t.co/ahHrpnvOL0",Los40,1576679,0,1,6,0,2585.0,es,407.0,944.0,38.0,12.0,8795.0,10196.0
"['8M', 'DíadelaMujer']",2023-03-08 14:30:01+00:00,"#8M en LOS40 💜: Escucha ‘Latin Queens’, la playlist con la que reivindicar y celebrar el #DíadelaMujer https://t.co/blgbyD5M1R",Los40,1576354,0,0,13,1,3355.0,es,407.0,944.0,38.0,12.0,8795.0,10196.0
"['díadelamujer', '8M']",2023-03-08 14:00:02+00:00,💜🎞 Películas para el #díadelamujer: Reivindica este #8M viendo cine con mujeres delante y detrás de las cámaras https://t.co/QKi5QLfGNf,Los40,1576353,0,1,3,0,3043.0,es,407.0,944.0,38.0,12.0,8795.0,10196.0
"['DiaDeLaMujer', '8M']",2023-03-08 13:41:05+00:00,"¡Feliz #DiaDeLaMujer! 💜 Desde LOS40 queremos dar visibilidad a la figura de la mujer en la música 🎹 
Cuéntanos, qué cantante y canción eliges para celebrar el #8M",Los40,1576353,12,14,54,0,9369.0,es,407.0,944.0,38.0,12.0,8795.0,10196.0
"['8M', 'DiaDeLaMujer']",2023-03-08 10:01:15+00:00,"💜 @NathyPeluso : ""Quiero creer, mi hermana, que este no es el fin, todavía siento el coraje para vivir"" 
#8M #DiaDeLaMujer https://t.co/jnmF8z9Vgg",Los40,1576351,1,10,31,0,3361.0,es,407.0,944.0,38.0,12.0,8795.0,10196.0
"['8M', 'DiaDeLaMujer']",2023-03-08 10:01:15+00:00,"💜 @miriamrmusic_  : ""Soy mujer no pertenezco a nadie (...) Y aún sigo aquí, dispuesta a levantarme. Puedo ser quien quiera imaginarme"" 
#8M #DiaDeLaMujer https://t.co/MFVHGsxVBf",Los40,1576351,1,47,127,1,9184.0,es,407.0,944.0,38.0,12.0,8795.0,10196.0
"['8M', 'DiaDeLaMujer']",2023-03-08 10:01:14+00:00,"💜 @rigobandini : ""No sé por qué dan tanto miedo nuestras tetas, sin ellas no habría humanidad ni habría belleza"" 
#8M #DiaDeLaMujer https://t.co/c6VxyGHhsG",Los40,1576351,1,9,27,0,4630.0,es,407.0,944.0,38.0,12.0,8795.0,10196.0
"['8M', 'DiaDeLaMujer']",2023-03-08 10:01:13+00:00,"💜 @FangoriaOficiaI  : ""No te debo una explicación ni me voy a justificar. ¡No daré ni un paso atrás!"" 
#8M #DiaDeLaMujer https://t.co/pr562FGQHO",Los40,1576351,1,6,17,0,1791.0,es,407.0,944.0,38.0,12.0,8795.0,10196.0
"['8M', 'DiaDeLaMujer']",2023-03-08 10:01:13+00:00,"💜 @MileyCyrus : ""Puedo comprarme flores. Escribir mi nombre en la arena. Hablar conmigo durante horas. Decir cosas que no entiendes. Puedo llevarme a bailar y sostener mi propia mano"" 
#8M #DiaDeLaMujer https://t.co/V1SDfZiZ7V",Los40,1576351,1,22,77,1,4291.0,es,407.0,944.0,38.0,12.0,8795.0,10196.0
"['8M', 'DiaDeLaMujer']",2023-03-08 10:01:12+00:00,"💜 @Aitanax : ""Que ni una más deba permanecer callada. Que ni una más sufra por dobles intenciones"" 
#8M #DiaDeLaMujer https://t.co/o3RXN9jvmt",Los40,1576351,1,127,406,0,17579.0,es,407.0,944.0,38.0,12.0,8795.0,10196.0
"['8M', 'DiaDeLaMujer']",2023-03-08 10:01:11+00:00,"💜 @rosalia  : ""A ningún hombre consiento que dicte mi sentencia"" 
#8M #DiaDeLaMujer https://t.co/QzpAuMTqR0",Los40,1576351,1,102,463,1,18077.0,es,407.0,944.0,38.0,12.0,8795.0,10196.0
"['8M', 'DiaDeLaMujer']",2023-03-08 10:01:10+00:00,"💜 @karolg  : ""Yo soy dueña de mi vida, a mi nadie me manda"" 
#8M #DiaDeLaMujer https://t.co/aZbbpO47WO",Los40,1576351,4,26,78,1,4993.0,es,407.0,944.0,38.0,12.0,8795.0,10196.0
"['8M', 'DiaDeLaMujer']",2023-03-08 10:01:09+00:00,"💜 @shakira : ""Las mujeres no lloran, las mujeres facturan"" 
#8M #DiaDeLaMujer https://t.co/fGlWqXhyjU",Los40,1576351,5,63,276,6,8399.0,es,407.0,944.0,38.0,12.0,8795.0,10196.0
"['8M', 'DiaDeLaMujer']",2023-03-08 10:01:09+00:00,"¡Feliz Día de la Mujer!💜
Lo celebramos con frases de canciones para reivindicar el #8M 💪🏼💪🏾💪🏿
#DiaDeLaMujer https://t.co/88120afnV2",Los40,1576351,9,34,210,0,25091.0,es,407.0,944.0,38.0,12.0,8795.0,10196.0
"['8M', 'DíadelaMujer']",2023-03-08 09:30:01+00:00,"💜#8M en Madrid: horario y recorrido de la manifestación estatal del #DíadelaMujer

Después de la pandemia, las manifestaciones del 8M se llevarán a cabo sin restricciones https://t.co/bkoOKLxCj7",Los40,1576351,0,1,4,0,1908.0,es,407.0,944.0,38.0,12.0,8795.0,10196.0
"['AleDelMoral', 'DíaInternacionalDeLaMujer']",2023-03-09 00:03:50+00:00,Me siento honrada de compartir este día de lucha con las mujeres entronas del @pan_edomex. Vamos para adelante por la igualdad de derechos y oportunidades que queremos para las mujeres mexiquenses ¡Unidas podemos lograrlo! #AleDelMoral #DíaInternacionalDeLaMujer https://t.co/ZcgsZ0krDy,AlejandraDMV,157205,35,179,672,8,10071.0,es,616.0,1113.0,311.0,64.0,8726.0,10830.0
"['DíaInternacionalDeLaMujer', 'Naucalpan', 'AleDelMoral', 'EsTiempoDeLasMujeres']",2023-03-08 23:20:33+00:00,"Qué gusto reunirme este #DíaInternacionalDeLaMujer con las empresarias y comerciantes fuertes, empoderadas y capaces de #Naucalpan. Sigamos en unidad y demostrando que nosotras somos el motor del cambio para nuestro estado, familias y país. #AleDelMoral #EsTiempoDeLasMujeres https://t.co/qngIIdlRJY",AlejandraDMV,157205,38,153,538,5,9455.0,es,616.0,1113.0,311.0,64.0,8726.0,10830.0
"['DíaInternacionalDeLaMujer', '8DeMarzo', 'AleDelMoral', 'EsTiempoDeLasMujeres']",2023-03-08 22:13:44+00:00,Para lograr una paridad se necesita el compromiso de todas y todos. Juntas construyamos un piso parejo para nosotras las mujeres. En unidad demos el siguiente paso. #DíaInternacionalDeLaMujer #8DeMarzo #AleDelMoral #EsTiempoDeLasMujeres https://t.co/bNggl8mczr,AlejandraDMV,157205,186,523,1762,27,41180.0,es,616.0,1113.0,311.0,64.0,8726.0,10830.0
"['México', 'DíaInternacionalDeLaMujer', '8DeMarzo', 'AleDelMoral', 'EsTiempoDeLasMujeres']",2023-03-08 18:08:51+00:00,¡Construyamos juntos un piso parejo para las mujeres! Hagamos visible que nosotras somos el motor del cambio y que con el compromiso de todos podemos liderar el proyecto que #México necesita. #DíaInternacionalDeLaMujer #8DeMarzo #AleDelMoral #EsTiempoDeLasMujeres https://t.co/Mjfad3RAbw,AlejandraDMV,157219,886,691,1953,23,36374.0,es,616.0,1113.0,311.0,64.0,8726.0,10830.0
"['8M2023', 'DíaInternacionalDeLaMujer']",2023-03-09 02:50:01+00:00,#8M2023 | Ellas marchan por primera vez. Este es el testimonio de mujeres que se manifestaron por primera vez en el #DíaInternacionalDeLaMujer. Síguelo por  https://t.co/rOuzw8iCKM https://t.co/KDTrA1IBpl,nmasmedia,12971,1,2,7,0,3938.0,es,233.0,600.0,30.0,16.0,8721.0,9600.0
"['8M2023', 'DíaInternacionalDeLaMujer']",2023-03-09 02:24:50+00:00,"#8M2023 | ¿Qué es ser mujer en México? La respuesta es tan variada como lo es el país mismo, pero hay algo que es una aterradora constante: las mujeres mexicanas no tienen seguridad y libertad. #DíaInternacionalDeLaMujer https://t.co/hrapuNDIYv",nmasmedia,12971,1,1,1,0,259.0,es,233.0,600.0,30.0,16.0,8721.0,9600.0
"['PuntoYContrapunto', '8M2023', 'DíaInternacionalDeLaMujer']",2023-03-09 02:12:49+00:00,"En vivo: En la mesa de #PuntoYContrapunto @mariaanahc junto con @Soy_PaolaBO, @Ale_Gallardo1, @Caro_lomass y @Fer_Caso, @Elizabeth_Cano_ y @EstefaniaVeloz debaten sobre: la marcha por el #8M2023 en el #DíaInternacionalDeLaMujer.

 https://t.co/E6WR8cgzKt",nmasmedia,12971,1,5,15,0,4506.0,es,233.0,600.0,30.0,16.0,8721.0,9600.0
"['8M2023', 'DíaInternacionalDeLaMujer']",2023-03-09 01:52:33+00:00,"#8M2023 | ""Cada día es más inseguro el mundo"": manifestante. Es una de las exigencias de mujeres que marcharon en Guadalajara, Jalisco por el #DíaInternacionalDeLaMujer Síguelo por https://t.co/rOuzw8jaAk https://t.co/QbD2nRT03b",nmasmedia,12971,0,1,5,0,302.0,es,233.0,600.0,30.0,16.0,8721.0,9600.0
"['8M2023', 'DíaInternacionalDeLaMujer']",2023-03-09 01:50:22+00:00,#8M2023 | Cae la noche y contingentes siguen llegando al Zócalo. El ánimo no cesa en la Ciudad de México y mujeres continúan su paso hacia la plancha capitalina. #DíaInternacionalDeLaMujer | Síguelo por https://t.co/rOuzw8jaAk https://t.co/wJ4aCFoj9A,nmasmedia,12971,1,14,41,2,4031.0,es,233.0,600.0,30.0,16.0,8721.0,9600.0
